file_path,classification,reason
"DEPLOYMENT_GUIDE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docker-compose.fullstack.yml",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docker-compose.prod.yml",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docker-compose.yml",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"Dockerfile",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"Dockerfile.prod",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/ADVANCED_FEATURES.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/AGENT_INTEGRATIONS.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/AGENT_LOOP.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/API_DESIGN.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/ARCHITECTURE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/assets/velocity-brain-logo.svg",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/CLIENT_INTEGRATIONS.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/DB_SCHEMA.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/ENHANCED_FEATURES.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/01-doctor.png",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/01-doctor.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/02-query.png",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/02-query.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/03-smoke.png",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/03-smoke.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/04-codex-mcp-list.png",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/evidence/04-codex-mcp-list.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/FOLDER_STRUCTURE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/NEXT_LEVEL.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/private/API_CONTRACT.md",PRIVATE,"Private repo documentation for hosted product ownership."
"docs/private/README.md",PRIVATE,"Private repo documentation for hosted product ownership."
"docs/PRODUCTION_DEPLOYMENT.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/public/API_CONTRACT.md",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"docs/public/README.md",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"docs/REPO_BOUNDARY.csv",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/REPO_BOUNDARY.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/SKILL_SYSTEM.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/TOKEN_EFFICIENCY.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/UPLOAD_EVIDENCE_GUIDE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"docs/WORKFLOWS.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"examples/basic_usage.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"examples/skills_demo.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"FIXED_FILES_INSTRUCTIONS.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"identity.spec.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"integrations/claude/hooks/caveman-activate.js",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/claude/hooks/caveman-config.js",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/claude/hooks/caveman-mode-tracker.js",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/claude/hooks/README.md",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/mcp/claude-code/mcpServers.velocitybrain.json",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/mcp/codex/config.velocitybrain.toml",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/mcp/openclaw/mcpServers.velocitybrain.json",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"integrations/mcp/README.md",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"landing/index.html",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"migrations/enhanced_schema.sql",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"migrations/schema.sql",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"migrations/schema_constraints.sql",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"nginx/nginx.conf",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"OAUTH_SETUP_GUIDE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"package.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"package-lock.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"pyproject.toml",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"pyproject-client.toml",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"QUICK_START_ENHANCED.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"README.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"README-OPEN-SOURCE.md",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"requirements.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"requirements-client.txt",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"requirements-dev.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"requirements-optional.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"requirements-prod.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/demo_run.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/full_system_test.ps1",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/install_claude_caveman_hooks.ps1",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/openclaw_smoke.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/response_style_benchmark.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/retrieval_benchmark.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/setup_mcp_plugin.ps1",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/setup-revenuecat.js",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/skill_inventory.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/test-billing.js",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"scripts/verify_mcp_integrations.ps1",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"setup-open-source.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"skills/automation/conditional-logic-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/automation/event-driven-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/automation/scheduled-automation-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/automation/visual-workflow-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/company-enrich-basic.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/company-enrich-deep.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/idea-enrich.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/person-enrich-basic.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/person-enrich-deep.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/project-enrich.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/relationship-infer.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/enrichment/source-citation-enrich.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/api-call-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/calendar-schedule-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/email-send-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/followup-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/message-send-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/task-create-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/webhook-dispatch-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/execution/workflow-executor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/audio-transcribe-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/email-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/image-ocr-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/meeting-transcript-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/pdf-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/text-note-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/video-transcribe-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/ingestion/web-article-ingest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/intelligence/knowledge-graph-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/intelligence/predictive-analytics-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/intelligence/semantic-analysis-skill.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/broken-link-repair.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/citation-validator.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/dedup-entities.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/embedding-refresh.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/fact-confidence-recalibration.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/orphan-page-detect.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/skill-conformance-check.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/maintenance/timeline-integrity-check.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/anomaly-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/autonomous-health-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/daily-insight-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/deadline-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/pipeline-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/relationship-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/signal-priority-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/webhook-delivery-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/monitoring/weekly-insight-monitor.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/attention-prioritizer.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/goal-roadmap-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/meeting-followup-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/priority-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/risk-plan-generator.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/scenario-plan-generator.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/task-breakdown.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/weekly-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/context-gap-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/contradiction-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/decision-support-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/entity-brief-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/hybrid-search-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/meeting-prep-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/pattern-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/timeline-diff-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/competitive-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/financial-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/market-trend-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/operations-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/source-extraction-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/synthesis-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/tech-stack-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/topic-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/advanced_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/automation_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/enhanced_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/background/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/background/scheduler.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/cli.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/cli/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/auth.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/client.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/exceptions.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/config.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/db.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/logging_config.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/security.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/.env.example",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/auth.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/brain.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/identity.spec.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/monitoring.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/requirements.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/simple_main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/skills.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/startup_test.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp/enhanced_tools.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp/server.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp_stdio.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/api.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/explainability.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/monitoring/health_monitor.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/plugins/core_connectors.manifest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/plugins/core_connectors.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/access_control.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
